DEPARTURE,ARRIVAL,DATE,OFFSET,CARBON OUTPUT,FUEL,DISTANCE
PWM,AAH,2019-09-06,€37.000000,1598.870000 kg,139.330000 L,5623 km
AAH,PWM,2019-11-07,€37.000000,1598.870000 kg,139.330000 L,5623 km
PWM,PWM,2019-11-07,€0.000000,0.000000 kg,0.000000 L,0 km
